comment,cluster,cluster_name,x,y
80 km heure,0,Limitation vitesse à 80 km/ h,-10.278636574745178,-0.3342384099960327
RAS,0,Limitation vitesse à 80 km/ h,-7.337537169456482,-0.5973062515258789
le 80 km,0,Limitation vitesse à 80 km/ h,-10.136061549186707,-0.5330888628959656
80 km/heure sur les routes,0,Limitation vitesse à 80 km/ h,-10.110381722450256,0.16754406690597534
"Oui, les limitations de vitesse qui deviennent totalement incohérentes. Le nombre de signalisations sur les axes routiers sont pléthoriques.",0,Limitation vitesse à 80 km/ h,-9.400873869657516,-0.06753922253847122
le 80 km/h sur les routes.,0,Limitation vitesse à 80 km/ h,-10.045109868049622,0.13002699613571167
RAS,0,Limitation vitesse à 80 km/ h,-7.747514843940735,-0.5119090676307678
RAS,0,Limitation vitesse à 80 km/ h,-7.686267852783203,-0.5989267230033875
"inutilité d'abaisser la limitation de vitesse à 80 km/h quand TOUS les véhicules sont capables de rouler à des vitesses bien supérieures (hypocrisie, hypocrisie).",0,Limitation vitesse à 80 km/ h,-9.75552487373352,0.46094393730163574
néant,0,Limitation vitesse à 80 km/ h,-7.95522940158844,2.117208957672119
Les 80 kms heure.,0,Limitation vitesse à 80 km/ h,-10.305973649024963,0.3250759243965149
Rouler a 80 km/h,0,Limitation vitesse à 80 km/ h,-10.084851145744324,-0.2709524631500244
"Limitations de vitesse sur route. Pas complexe, mais inutiles.",0,Limitation vitesse à 80 km/ h,-9.253483295440674,-0.08674480020999908
80 kms/h . La déclaration d impôt,0,Limitation vitesse à 80 km/ h,-10.338629484176636,0.30889996886253357
Oui,0,Limitation vitesse à 80 km/ h,-9.00334476470016,-1.599561095237732
Les 80 km:h,0,Limitation vitesse à 80 km/ h,-9.944022953510284,-0.6187788248062134
RAS,0,Limitation vitesse à 80 km/ h,-7.3455973863601685,-0.12192181497812271
"-Limitation de vitesse sur les routes/autoroutes ( 13 panneaux de changement de limitation de vitesse sur 10 kilomètres entre Amboise et Mosnes). -Les radars sur les routes, l'infantilisation devient insupportable.....",0,Limitation vitesse à 80 km/ h,-9.551224052906036,0.26368391513824463
Oui,0,Limitation vitesse à 80 km/ h,-8.957630410790443,-1.692522406578064
Limitation a 80km/h,0,Limitation vitesse à 80 km/ h,-9.168461725115776,0.5660144686698914
les limitations de vitesse 80 km/h,0,Limitation vitesse à 80 km/ h,-9.415229469537735,-0.1921025812625885
neant,0,Limitation vitesse à 80 km/ h,-7.975777983665466,2.3321380615234375
Verbalisation excessive et inappropriée pour 1 km/h au-dessus de la vitesse autorisée : inutile voire inacceptable car assimilable à du racket. Changement intempestif de limitations de vitesse sur certains parcours : piège à automobilistes ? Il faut limiter la vitesse intelligemment pour qu'elle soit comprise et respectée !,0,Limitation vitesse à 80 km/ h,-9.439283221960068,0.08934876322746277
LA REDUCTION DE LA VITESSE A 80 KM HEURE    COMPLETEMENT INUTILE  CAR DE VINGT EN VINGT C EST TRES BIEN DE 30 EN CENTRE VILLE 50 EN VILLE 70 SUR CERTAINES PORTIONS 90 SUR ROUTE  110 SUR VOIES RAPIDES  130 SUR AUTOROUTE  C EST TRES BIEN,0,Limitation vitesse à 80 km/ h,-9.696422755718231,-0.18409891426563263
oui,0,Limitation vitesse à 80 km/ h,-8.963708654046059,-1.7373723983764648
Oui,0,Limitation vitesse à 80 km/ h,-9.089325614273548,-1.765859603881836
Oui,0,Limitation vitesse à 80 km/ h,-9.030944667756557,-1.5735138654708862
80 km h,0,Limitation vitesse à 80 km/ h,-10.013448119163513,-0.5457682013511658
80km/h,0,Limitation vitesse à 80 km/ h,-9.015342489816248,0.749907374382019
ras,0,Limitation vitesse à 80 km/ h,-7.443990468978882,-0.003994094207882881
Le 80 km/h !!!!!!!!!!!!!!!!!,0,Limitation vitesse à 80 km/ h,-10.135935306549072,-0.5330026149749756
Les 80 kms à l'heure,0,Limitation vitesse à 80 km/ h,-10.305966854095459,0.3250797390937805
les 80 kms heures sur les routes même en limitant à 50 des chaufards ou fous du volants existerons toujours,0,Limitation vitesse à 80 km/ h,-10.274959683418274,0.23041985929012299
80 km h,0,Limitation vitesse à 80 km/ h,-10.013445496559143,-0.5458205342292786
oui a chaque fois!,0,Limitation vitesse à 80 km/ h,-9.16938404738903,-1.4816882610321045
RAS,0,Limitation vitesse à 80 km/ h,-7.645718812942505,-0.6594812273979187
Limitation de vitesse à 80 km/h,0,Limitation vitesse à 80 km/ h,-9.797540843486786,0.5652909874916077
Oui.,0,Limitation vitesse à 80 km/ h,-8.971523573622108,-1.650028109550476
les 80 Km/H qui sont d'une absurdité totale,0,Limitation vitesse à 80 km/ h,-9.975138127803802,-0.7464919090270996
le 80 km/ h,0,Limitation vitesse à 80 km/ h,-10.13602876663208,-0.5329155921936035
RAS,0,Limitation vitesse à 80 km/ h,-7.376993656158447,-0.05686245113611221
le 80 km/h sur les routes,0,Limitation vitesse à 80 km/ h,-10.045116782188416,0.13006336987018585
le 80 Km/h,0,Limitation vitesse à 80 km/ h,-10.135961532592773,-0.5330287218093872
La nouvelle limitation de vitesse à 80 km/h,0,Limitation vitesse à 80 km/ h,-9.822946667671204,0.5637990236282349
la vitesse sur les routes trop d'arbitraire,0,Limitation vitesse à 80 km/ h,-9.536304712295532,0.21873688697814941
Ras,0,Limitation vitesse à 80 km/ h,-7.757127285003662,-0.36473965644836426
les nouveaux panneaux à 80 km sont la plus stupide chose acceptée par l'administration.,0,Limitation vitesse à 80 km/ h,-10.085572004318237,-0.7583798170089722
Néant,0,Limitation vitesse à 80 km/ h,-7.933448433876038,2.2760636806488037
oui.,0,Limitation vitesse à 80 km/ h,-9.001303537399508,-1.6213502883911133
limitation de vitesse à 80 kms. de même limitation à 30 kms sur des portions de ville trop importantes : obligées de rouler en 2ème. Pas bon pour la planète ?,0,Limitation vitesse à 80 km/ h,-10.245110869407654,0.47822847962379456
limitation de vitesse sur autoroute et voies secondaires,0,Limitation vitesse à 80 km/ h,-9.588927388191223,0.29103726148605347
Néant,0,Limitation vitesse à 80 km/ h,-7.900935411453247,2.2024590969085693
Vous oubliez le mot principal dans votre question trop orientée : NUISIBLES C'est trop fréquent. C'est notamment le cas pour la limitation de vitesse à 80 km/h.,0,Limitation vitesse à 80 km/ h,-9.707205832004547,0.6675291657447815
limitations de vitesse : 20/30/50/70/80/90/110/130 ....voila la complexité française !!! 3 niveaux sont suffisants et on se concentre sur l'amélioration des infrastructures,0,Limitation vitesse à 80 km/ h,-9.594907701015472,-0.18989920616149902
oui,0,Limitation vitesse à 80 km/ h,-9.047284796833992,-1.6975481510162354
LIMITATION A 80 KM/H,0,Limitation vitesse à 80 km/ h,-9.920652210712433,0.700334906578064
un exemple d'actualité limitations de vitesse :20/30/50/70/80/90/110/130  eh quoi demain 75 35 ? voila la complexité française !!! 3 seuils devraient être suffisants et l'on consacre nos efforts sur l'amélioration et sécurisation du réseau,0,Limitation vitesse à 80 km/ h,-9.595972657203674,-0.1896626502275467
Limitation généralisée de la vitesse,0,Limitation vitesse à 80 km/ h,-9.504368901252747,0.3955394923686981
les 80 kilomètres/heure,0,Limitation vitesse à 80 km/ h,-10.322097778320312,-0.2189946472644806
Le passage à 80 km/h,0,Limitation vitesse à 80 km/ h,-10.166933298110962,-0.6499122977256775
RAS,0,Limitation vitesse à 80 km/ h,-7.368704319000244,-0.18345922231674194
La limitation à 80 km/h. Cela va à l'encontre de l'évolution.,0,Limitation vitesse à 80 km/ h,-9.90177035331726,0.7616625428199768
reduction de la vitesse a 80 km/h,0,Limitation vitesse à 80 km/ h,-10.29614531993866,-0.0498276986181736
80 km h,0,Limitation vitesse à 80 km/ h,-10.013444542884827,-0.5457196235656738
demarches de creation d'entreprise 80 km/h sur la route en campagne,0,Limitation vitesse à 80 km/ h,-9.921211957931519,-0.21314841508865356
Voir ci-dessus,0,Limitation vitesse à 80 km/ h,-9.193317919969559,-0.9696225523948669
80km/h,0,Limitation vitesse à 80 km/ h,-9.01534515991807,0.749907374382019
limiter la vitesse à 80Km sur route.,0,Limitation vitesse à 80 km/ h,-9.07824271172285,0.5749057531356812
Oh Oui.......cf ci-dessus,0,Limitation vitesse à 80 km/ h,-9.081076458096504,-1.2071647644042969
80 km/h sur la route,0,Limitation vitesse à 80 km/ h,-9.918739140033722,-0.20216451585292816
une règle inutile est sûrement la limitation à 80 km/h au lieu de 90 !!!,0,Limitation vitesse à 80 km/ h,-9.949588537216187,0.3615698218345642
"limitation vitesse sur la route, répression & sanction des petites infractions ( 15 KM/H au dessus )  80 KM/H",0,Limitation vitesse à 80 km/ h,-9.875884115695953,-0.06784320622682571
Le 80 km/H.,0,Limitation vitesse à 80 km/ h,-10.135964632034302,-0.5330005288124084
Les 80 km:heure ; les nouveaux contrôles techniques des véhicules.,0,Limitation vitesse à 80 km/ h,-10.24106514453888,-0.281008243560791
80 km/h (lol),0,Limitation vitesse à 80 km/ h,-10.013292670249939,-0.5457346439361572
Néant,0,Limitation vitesse à 80 km/ h,-7.982717871665955,2.218191623687744
80 km/h dans le procédé,0,Limitation vitesse à 80 km/ h,-10.176058292388916,-0.5146811008453369
"les permis et leur taxe pour les cabanes de jardin par exemple , les 80 km/h",0,Limitation vitesse à 80 km/ h,-9.89831155538559,-0.6441283226013184
néant,0,Limitation vitesse à 80 km/ h,-7.872153997421265,2.1621317863464355
La dernière règle sur l'obligation des 80 km/h. L'accroissement dans les villes des stationnements payants et notamment sur les parkings d'Hôpitaux.,0,Limitation vitesse à 80 km/ h,-9.801883280277252,-0.12906165421009064
les 80km/h sur route,0,Limitation vitesse à 80 km/ h,-9.059659585356712,0.605247437953949
ras,0,Limitation vitesse à 80 km/ h,-7.552841782569885,-0.2714468836784363
"La CAF, Pole Emploi, la limitation de vitesse sur les routes décidées au ""petit bonheur la chance"", ...",0,Limitation vitesse à 80 km/ h,-9.547243893146515,0.269052654504776
La limitation de vitesse à 80km/h sur les RN... tant que la voiture autonome ne sera pas généralisée,0,Limitation vitesse à 80 km/ h,-9.30871632695198,0.48596712946891785
SUPPRIMER LE 80 KM/H,0,Limitation vitesse à 80 km/ h,-10.18934953212738,-0.5671917200088501
La limitation de vitesse,0,Limitation vitesse à 80 km/ h,-9.466227740049362,0.4188588261604309
le Code des Impôts ! la limitation à 80km/h,0,Limitation vitesse à 80 km/ h,-9.15942320227623,0.5668341517448425
"Les 80 km /h,",0,Limitation vitesse à 80 km/ h,-9.944021761417389,-0.618843138217926
le 80 km/h,0,Limitation vitesse à 80 km/ h,-10.13599705696106,-0.532980740070343
RAS,0,Limitation vitesse à 80 km/ h,-7.462233901023865,-0.42923715710639954
neant,0,Limitation vitesse à 80 km/ h,-7.95573103427887,2.2945141792297363
Néant,0,Limitation vitesse à 80 km/ h,-7.987127184867859,2.257432699203491
80 km/H,0,Limitation vitesse à 80 km/ h,-10.013245701789856,-0.545742392539978
la limitation de vitesse !!!!,0,Limitation vitesse à 80 km/ h,-9.466248869895935,0.41891875863075256
le 80km/H,0,Limitation vitesse à 80 km/ h,-9.010610977187753,0.7799919843673706
le 80km/h,0,Limitation vitesse à 80 km/ h,-9.01061050221324,0.779991090297699
80 km sur les routes,0,Limitation vitesse à 80 km/ h,-10.042834162712097,0.13541021943092346
le respect de la limitation de vitesse à 80 km/h c'est juste impossible.. Comme le fait de vouloir passer les autoroute à 120km/h,0,Limitation vitesse à 80 km/ h,-9.719405949115753,0.5189224481582642
ras,0,Limitation vitesse à 80 km/ h,-7.575335264205933,-0.13058535754680634
Oui,0,Limitation vitesse à 80 km/ h,-9.011054211296141,-1.7024904489517212
Les 80km/h,0,Limitation vitesse à 80 km/ h,-9.018564395606518,0.7204622626304626
Fourniture de documents que l'administration détient  déjà  Limitation de la vitesse à  80 km/heure sans discernement,0,Limitation vitesse à 80 km/ h,-9.86947500705719,0.5049468278884888
Limitation de vitesse à 80Km/h,0,Limitation vitesse à 80 km/ h,-9.251093089580536,0.5127509832382202
RAS,0,Limitation vitesse à 80 km/ h,-7.544359087944031,-0.45774826407432556
La limitation de vitesse à 80 Km/h - C'est une règle qui n'est fondée sur  rien et qui n'a été mise n place que pour assurer des rentrées d'argent à l'Etat  Cette loi doit être abrogée rapidement. Rien n’empêche l'autorité locale de mettre en place des limitations de vitesse aux endroits dangereux et accidentogènes.,0,Limitation vitesse à 80 km/ h,-9.555544912815094,0.09563581645488739
RAS,0,Limitation vitesse à 80 km/ h,-7.673728704452515,-0.11789129674434662
La déclaration sociale nominative (DSN) pour les micro-entreprises et les associations. La limitation de la vitesse à 80 km/h sur les routes.,0,Limitation vitesse à 80 km/ h,-9.903447151184082,0.3094075918197632
Linky. Contrôles techniques automobiles. 80 km/h. De nombreuses normes qui n'ont pour but que de privilégier les lobbies.,0,Limitation vitesse à 80 km/ h,-9.845695436000824,-0.30551671981811523
le 80 km sur routes départementales,0,Limitation vitesse à 80 km/ h,-10.036056756973267,0.10440827161073685
La limitation de vitesse à 80 Km/h sur les routes nationales entre autres.,0,Limitation vitesse à 80 km/ h,-10.013806581497192,0.35727769136428833
"Typiquement le 80 km/h, totalement inutile et dangereux.",0,Limitation vitesse à 80 km/ h,-9.985429644584656,-0.36924323439598083
Oui,0,Limitation vitesse à 80 km/ h,-9.059718314558268,-1.7602025270462036
RAS,0,Limitation vitesse à 80 km/ h,-7.4479289054870605,-0.357169508934021
RAS,0,Limitation vitesse à 80 km/ h,-7.502753853797913,-0.4582762122154236
Limitations de vitesse abusives,0,Limitation vitesse à 80 km/ h,-9.350243240594864,-0.1390605866909027
RAS,0,Limitation vitesse à 80 km/ h,-7.575335264205933,-0.13058535754680634
respecter le 80 sur bon nombre de routes,0,Limitation vitesse à 80 km/ h,-10.062352180480957,0.059709638357162476
"La limitation à 80, ou certaines autoroutes (A47) â 90. Les limites modulées en fonction des conditions sont un plus.",0,Limitation vitesse à 80 km/ h,-9.679747402668,-0.0046813334338366985
néant,0,Limitation vitesse à 80 km/ h,-7.942086338996887,2.225066661834717
"Le 80 km/h Les réglementations de vitesse deviennent incompréhensible  Le contrôle technique automobile trop sévère ( ce n'est pas par plaisir que l'on conduit une vieille voiture, la vie est trop chère dans les. Bouches du Rhône",0,Limitation vitesse à 80 km/ h,-9.718352913856506,-0.29435086250305176
80km/h !,0,Limitation vitesse à 80 km/ h,-9.015355231240392,0.7499290108680725
les  80 kms/h,0,Limitation vitesse à 80 km/ h,-10.328762412071228,0.3042079210281372
Paiement en ligne (à partir de.... 80 KMH CONTRÔLE TECHNIQUE AUTO,0,Limitation vitesse à 80 km/ h,-9.604458153247833,0.9303029179573059
La limitation à 80 km/h sur les routes nationales,0,Limitation vitesse à 80 km/ h,-10.021820545196533,0.32985663414001465
RAS,0,Limitation vitesse à 80 km/ h,-7.5734440088272095,-0.4377162754535675
code de la route: limitation de vitesse à 80 dossier handicap à refaire en totalité après 4 ans,0,Limitation vitesse à 80 km/ h,-9.578732311725616,0.5126830339431763
Néant,0,Limitation vitesse à 80 km/ h,-7.9108898639678955,2.3192615509033203
RAS,0,Limitation vitesse à 80 km/ h,-7.549091577529907,-0.3891920745372772
RAS,0,Limitation vitesse à 80 km/ h,-7.5477941036224365,-0.3719072937965393
Limitation généralisée à 80km/h,0,Limitation vitesse à 80 km/ h,-9.178455144166946,0.5664438605308533
Rouler à 80 km heure au lieu de 90.,0,Limitation vitesse à 80 km/ h,-10.12418520450592,-0.2561226189136505
"Limitation de vitesse, dans mon secteur sur 5 km 12 changements de limitation de vitesse. Complétement aberrant",0,Limitation vitesse à 80 km/ h,-9.485444843769073,0.48838701844215393
ras,0,Limitation vitesse à 80 km/ h,-7.573445439338684,-0.43771475553512573
RAS,0,Limitation vitesse à 80 km/ h,-7.519080281257629,-0.2562659680843353
"La limitation de vitesse généralisée à 80 kmh est aberrante car inefficace, et pénalise les déplacements pour les zones rurales. Il faut laisser l'initiative au département pour adapter la vitesse au réseau routier qu'il connait parfaitement.",0,Limitation vitesse à 80 km/ h,-9.464696288108826,0.1934342086315155
les 80 km/h sur une route droite avec une super visibilité!!!!,0,Limitation vitesse à 80 km/ h,-9.911765456199646,-0.18098661303520203
Ras,0,Limitation vitesse à 80 km/ h,-7.544249057769775,-0.45765310525894165
Limitation de vitesse,0,Limitation vitesse à 80 km/ h,-9.461345583200455,0.42746081948280334
La réduction générale de la vitesse à 80 kms/heure est l'exemple actuel où la déconcentration des décision est intelligente.,0,Limitation vitesse à 80 km/ h,-10.293508768081665,0.3977169394493103
néant,0,Limitation vitesse à 80 km/ h,-7.890337586402893,2.3177218437194824
Neant,0,Limitation vitesse à 80 km/ h,-7.9065152406692505,2.257685422897339
80 kms heures de façon uniforme,0,Limitation vitesse à 80 km/ h,-10.332045078277588,0.28486815094947815
"LA LIMITATION A 80 KM HEURES !!!   franchement, on n'avait pas d'autres priorités en France ?",0,Limitation vitesse à 80 km/ h,-9.973246574401855,0.7129036784172058
limitation à 80 km/h,0,Limitation vitesse à 80 km/ h,-9.920673847198486,0.7003349661827087
ras,0,Limitation vitesse à 80 km/ h,-7.469940781593323,-0.43712151050567627
RAS,0,Limitation vitesse à 80 km/ h,-7.47706413269043,-0.44258546829223633
ras,0,Limitation vitesse à 80 km/ h,-7.439962983131409,-0.5698389410972595
Néant.,0,Limitation vitesse à 80 km/ h,-7.884628057479858,2.313669204711914
les 80 km/h,0,Limitation vitesse à 80 km/ h,-9.944016218185425,-0.6187714338302612
la limitation à 80 km/h,0,Limitation vitesse à 80 km/ h,-9.917926371097565,0.7007259726524353
ras,0,Limitation vitesse à 80 km/ h,-7.575335264205933,-0.13058535754680634
"Les limitations de vitesse, une honte et dune bêtise. Vous passez de 50, à  70 puis à  80....nous sommes fou. Ce n'est pas la vitesse qui est en cause il s'agit des infrastructures qui ne correspondent plus aux flux.",0,Limitation vitesse à 80 km/ h,-9.473794221878052,0.014156843535602093
RAS,0,Limitation vitesse à 80 km/ h,-7.575335264205933,-0.13058535754680634
néant,0,Limitation vitesse à 80 km/ h,-7.954859972000122,2.2815027236938477
la limitation de vitesse à 80km/h,0,Limitation vitesse à 80 km/ h,-9.25122955441475,0.5146687030792236
Limitation vitesse à 80 km/ h,0,Limitation vitesse à 80 km/ h,-9.8032945394516,0.567719578742981
Néant,0,Limitation vitesse à 80 km/ h,-7.888654708862305,2.1491053104400635
les 80,0,Limitation vitesse à 80 km/ h,-9.903285264968872,-0.7106016874313354
Néant,0,Limitation vitesse à 80 km/ h,-7.92488157749176,2.184725284576416
ras,0,Limitation vitesse à 80 km/ h,-7.471568703651428,-0.35370516777038574
Limitations de vitesse clairement inadaptée dans certains cas,0,Limitation vitesse à 80 km/ h,-9.362134546041489,-0.059470124542713165
RAS,0,Limitation vitesse à 80 km/ h,-7.48297381401062,-0.4572037160396576
Le 80 km/h,0,Limitation vitesse à 80 km/ h,-10.135964274406433,-0.5329630374908447
Les 80 km/h ! La déclaration des revenus ! Pourquoi trente six systèmes de retraite ?,0,Limitation vitesse à 80 km/ h,-9.925544321537018,-0.4226211905479431
70km/h-80km/h-90km/h-80km/h-70km/h,0,Limitation vitesse à 80 km/ h,-9.01534515246749,0.7499073147773743
oui.,0,Limitation vitesse à 80 km/ h,-9.077240243554115,-1.6443266868591309
"la limitation à 80km/h est une règle inutile, couteuse et infantilisante",0,Limitation vitesse à 80 km/ h,-9.189470171928406,0.4652496874332428
le 80 km/h,0,Limitation vitesse à 80 km/ h,-10.135950565338135,-0.532927930355072
ras,0,Limitation vitesse à 80 km/ h,-7.5920170545578,-0.4086240828037262
néant,0,Limitation vitesse à 80 km/ h,-7.9065152406692505,2.257685422897339
"Le passage à 80 km/h sur toutes les routes départementales avec la pépinère de panneaux de changement de vitesse toutes les 2 min. Et on ne  peut même plus doubler les camions qui ont toujours les macarons 60, 80, 90 à l'arrière. Cet exemple est la caricature d'une décision d'enarques sans recul ni concertation.",0,Limitation vitesse à 80 km/ h,-9.92255038022995,0.11876802891492844
la limitation à 80 kms heure,0,Limitation vitesse à 80 km/ h,-10.2955162525177,0.36440056562423706
80 km/h sur les routes impôt à la source,0,Limitation vitesse à 80 km/ h,-10.066712379455566,0.15563182532787323
oui,0,Limitation vitesse à 80 km/ h,-9.028599573299289,-1.719325065612793
